2026-05-07 23:54:57,1,1,Worker_001,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-07 23:54:57,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,Vest detected
2026-05-07 23:55:02,1,1,Worker_001,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-07 23:55:02,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,Vest detected
2026-05-07 23:55:07,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,Vest detected
2026-05-07 23:55:08,1,1,Worker_001,VIOLATION,No Helmet detected,Vest detected
2026-05-07 23:55:09,Unknown,3,Unknown Worker,VIOLATION,No Helmet detected,Vest detected
2026-05-07 23:55:12,Unknown,1,Unknown Worker,VIOLATION,Helmet worn correctly,Vest detected
2026-05-07 23:55:13,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-07 23:55:14,1,2,Worker_001,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-07 23:55:14,Unknown,3,Unknown Worker,VIOLATION,No Helmet detected,Vest detected
2026-05-07 23:55:15,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-07 23:55:17,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-07 23:55:19,Unknown,1,Unknown Worker,VIOLATION,No Helmet detected,"Vest detected, not worn properly"
2026-05-07 23:55:19,1,2,Worker_001,VIOLATION,Helmet worn correctly,"Vest detected, not worn properly"
2026-05-07 23:55:19,Unknown,3,Unknown Worker,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-07 23:55:20,Unknown,1,Unknown Worker,VIOLATION,No Helmet detected,"Vest detected, not worn properly"
2026-05-07 23:55:20,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-07 23:55:20,Unknown,4,Unknown Worker,VIOLATION,Helmet worn correctly,No Vest detected
2026-05-07 23:55:22,Unknown,3,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:55:25,1,1,Worker_001,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:55:25,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:55:33,1,1,Worker_001,VIOLATION,No Helmet detected,"Vest detected, not worn properly"
2026-05-07 23:55:34,Unknown,2,Unknown Worker,VIOLATION,Helmet worn correctly,Vest detected
2026-05-07 23:55:34,Unknown,3,Unknown Worker,VIOLATION,Helmet worn correctly,"Vest detected, not worn properly"
2026-05-07 23:55:38,1,1,Worker_001,VIOLATION,Helmet worn correctly,"Vest detected, not worn properly"
2026-05-07 23:55:44,1,1,Worker_001,VIOLATION,Helmet worn correctly,"Vest detected, not worn properly"
2026-05-07 23:55:53,Unknown,2,Unknown Worker,VIOLATION,"Helmet detected, not worn","Vest detected, not worn properly"
2026-05-07 23:55:54,Unknown,3,Unknown Worker,VIOLATION,"Helmet detected, not worn",No Vest detected
2026-05-07 23:55:58,1,1,Worker_001,VIOLATION,Helmet worn correctly,Vest detected
2026-05-07 23:56:01,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:56:03,1,1,Worker_001,VIOLATION,Helmet worn correctly,Vest detected
2026-05-07 23:56:07,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-07 23:56:08,1,1,Worker_001,VIOLATION,Helmet worn correctly,Vest detected
2026-05-07 23:56:12,Unknown,3,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:56:12,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:56:13,1,1,Worker_001,VIOLATION,Helmet worn correctly,No Vest detected
2026-05-07 23:56:17,Unknown,2,Unknown Worker,VIOLATION,Helmet worn correctly,No Vest detected
2026-05-07 23:56:18,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:56:18,Unknown,3,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:56:18,1,1,Worker_001,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:56:23,1,1,Worker_001,VIOLATION,No Helmet detected,No Vest detected
2026-05-07 23:56:26,Unknown,2,Unknown Worker,VIOLATION,"Helmet detected, not worn",No Vest detected
2026-05-07 23:56:29,1,1,Worker_001,VIOLATION,Helmet worn correctly,No Vest detected
2026-05-07 23:56:34,1,1,Worker_001,VIOLATION,Helmet worn correctly,No Vest detected
2026-05-07 23:56:37,Unknown,2,Unknown Worker,VIOLATION,"Helmet detected, not worn",No Vest detected
2026-05-07 23:56:41,1,1,Worker_001,VIOLATION,Helmet worn correctly,No Vest detected
2026-05-08 00:04:26,Unknown,1,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
2026-05-08 00:04:27,1,2,Worker_001,VIOLATION,No Helmet detected,No Vest detected
2026-05-08 00:04:31,3,1,Worker_003,VIOLATION,No Helmet detected,No Vest detected
2026-05-08 00:04:33,1,2,Worker_001,VIOLATION,Helmet worn correctly,No Vest detected
2026-05-08 00:04:37,3,1,Worker_003,VIOLATION,Helmet worn correctly,No Vest detected
2026-05-08 00:04:39,1,2,Worker_001,VIOLATION,No Helmet detected,No Vest detected
2026-05-08 00:04:42,3,1,Worker_003,VIOLATION,Helmet worn correctly,"Vest detected, not worn properly"
2026-05-08 00:04:42,Unknown,3,Unknown Worker,VIOLATION,No Helmet detected,Vest worn correctly
2026-05-08 00:04:44,1,2,Worker_001,VIOLATION,No Helmet detected,No Vest detected
2026-05-08 00:04:47,3,1,Worker_003,VIOLATION,Helmet worn correctly,No Vest detected
2026-05-08 00:04:49,1,2,Worker_001,VIOLATION,No Helmet detected,No Vest detected
2026-05-08 00:04:50,Unknown,3,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
2026-05-08 00:05:35,Unknown,2,Unknown Worker,VIOLATION,No Helmet detected,No Vest detected
